,clean_message
1134,"delici nyc bagel , good select of cream chees , real lox with caper even ."
1135,"great subway , in fact it 's so good when you come here everi other subway will not meet your expect ."
1136,i have a serious solid breakfast here .
1137,thi be one of the best bar with food in vega .
1138,"he be extrem rude and realli , there be so mani other restaur i would love to dine at dure a weekend in vega ."
1139,my drink be never empti and he make some realli great menu suggest .
1140,do n't do it ! ! ! !
1141,the waiter be n't help or friendli and rare check on u .
1142,my husband and i ate lunch here and be veri disappoint with the food and servic .
1143,and the red curri have so much bamboo shoot and be n't veri tasti to me .
1144,nice blanket of moz over top but i feel like thi be do to cover up the subpar food .
1145,the bathroom be clean and the place itself be well decor .
1146,"the menu be alway chang , food qualiti be go down & servic be extrem slow ."
1147,"the servic be a littl slow , consid that be serv by 3 peopl server so the food be come in a slow pace ."
1148,i give it 2 thumb down
1149,we watch our waiter pay a lot more attent to other tabl and ignor u .
1150,my fiancé and i come in the middl of the day and we be greet and seat right away .
1151,thi be a great restaur at the mandalay bay .
1152,we wait for forti five minut in vain .
1153,crostini that come with the salad be stale .
1154,some highlight : great qualiti nigiri here !
1155,the staff be friendli and the joint be alway clean .
1156,thi be a differ cut than the piec the other day but still wonder and tender s well as well flavor .
1157,i order the voodoo pasta and it be the first time i 'd have realli excel pasta sinc go gluten free sever year ago .
1158,thi place be good .
1159,"unfortun , we must have hit the bakeri on leftov day becaus everyth we order be stale ."
1160,i come back today sinc they reloc and still not impress .
1161,i be seat immedi .
1162,"their menu be divers , and reason price ."
1163,avoid at all cost !
1164,restaur be alway full but never a wait .
1165,delici ! !
1166,thi place be hands-down one of the best place to eat in the phoenix metro area .
1167,so do n't go there if you be look for good food ...
1168,i 've never be treat so bad .
1169,bacon be hella salti .
1170,we also order the spinach and avocado salad ; the ingredi be sad and the dress liter have zero tast .
1171,"thi realli be how vega fine dine use to be , right down to the menu hand to the ladi that have no price list ."
1172,the waitress be veri friendli .
1173,"lordi , the khao soi be a dish that be not to be miss for curri lover !"
1174,everyth on the menu be terrif and we be also thrill that they make amaz accommod for our vegetarian daughter .
1175,"perhap i catch them on an off night judg by the other review , but i 'm not inspir to go back ."
1176,the servic here leav a lot to be desir .
1177,"the atmospher be modern and hip , while maintain a touch of cozi ."
1178,"not a weekli haunt , but definit a place to come back to everi onc in a while ."
1179,we liter sit there for 20 minut with no one ask to take our order .
1180,"the burger have absolut no flavor - the meat itself be total bland , the burger be overcook and there be no charcoal flavor ."
1181,i also decid not to send it back becaus our waitress look like she be on the verg of have a heart attack .
1182,i dress up to be treat so rude !
1183,it be probabl dirt .
1184,"love thi place , hit the spot when i want someth healthi but not lack in quantiti or flavor ."
1185,i order the lemon raspberri ice cocktail which be also incred .
1186,"the food suck , which we expect but it suck more than we could have imagin ."
1187,interest decor .
1188,what i realli like there be the crepe station .
1189,"also be serv hot bread and butter , and home make potato chip with bacon bit on top .... veri origin and veri good ."
1190,you can watch them prepar the delici food ! )
1191,both of the egg roll be fantast .
1192,"when my order arriv , one of the gyro be miss ."
1193,"i have a salad with the wing , and some ice cream for dessert and leav feel quit satisfi ."
1194,i 'm not realli sure how joey 's be vote best hot dog in the valley by reader of phoenix magazin .
1195,the best place to go for a tasti bowl of pho !
1196,the live music on friday total blow .
1197,i 've never be more insult or felt disrespect .
1198,veri friendli staff .
1199,it be worth the drive .
1200,"i have hear good thing about thi place , but it exceed everi hope i could have dream of ."
1201,food be great and so be the serivc !
1202,the warm beer do n't help .
1203,great brunch spot .
1204,servic be friendli and invit .
1205,veri good lunch spot .
1206,i 've live here sinc 1979 and thi be the first ( and last ) time i 've step foot into thi place .
1207,the bad experi ever .
1208,must have be an off night at thi place .
1209,"the side be delish - mix mushroom , yukon gold pure , white corn - beateou ."
1210,"if that bug never show up i would have give a 4 for sure , but on the other side of the wall where thi bug be climb be the kitchen ."
1211,"for about 10 minut , we we 're wait for her salad when we realiz that it be n't come ani time soon ."
1212,my friend love the salmon tartar .
1213,wo n't go back .
1214,extrem tasti !
1215,waitress be good though !
1216,soggi and not good .
1217,the jamaican mojito be delici .
1218,which be small and not worth the price .
1219,- the food be rich so order accordingli .
1220,"the shower area be outsid so you can onli rins , not take a full shower , unless you do n't mind be nude for everyon to see !"
1221,the servic be a bit lack .
1222,"lobster bisqu , bussel sprout , risotto , filet all need salt and pepper .. and of cours there be none at the tabl ."
1223,hope thi bode for them go out of busi and someon who can cook can come in .
1224,"it be either too cold , not enough flavor or just bad ."
1225,i love the bacon wrap date .
1226,thi be an unbeliev bargain !
1227,the folk at otto alway make u feel so welcom and special .
1228,"a for the `` main , `` also uninspir ."
1229,thi be the place where i first have pho and it be amaz ! !
1230,thi wonder experi make thi place a must-stop whenev we be in town again .
1231,"if the food be n't bad enough for you , then enjoy deal with the world 's worst/annoy drunk peopl ."
1232,veri veri fun chef .
1233,"order a doubl cheeseburg & get a singl patti that be fall apart ( pictur upload ) yeah , still suck ."
1234,great place to have a coupl drink and watch ani and all sport event a the wall be cover with tv 's .
1235,"if it be possibl to give them zero star , they 'd have it ."
1236,"the descript say `` yum yum sauc `` and anoth say `` eel sauc `` , yet anoth say `` spici mayo `` ... well none of the roll have sauc on them ."
